Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1288,Jonathan Kodjia,ci CIV,"FW,MF",Aston Villa,eng Premier League,29,1989,1.3,0,0,0,0,0,0,1,0.0,1,33,9,27.3,6,15,12,2,2,0,0,0,0,2,0,Matches
1289,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,25,1993,4.0,1,0,0,1,0,1,2,50.0,1,88,18,20.5,7,40,41,2,0,0,2,0,1,3,0,Matches
1290,Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,16.1,58,39,23,31,4,18,52,34.6,34,357,125,35.0,101,193,63,47,13,0,34,32,90,19,0,Matches
1291,Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,30.0,79,54,31,34,14,35,94,37.2,59,484,137,28.3,153,236,95,51,9,0,42,31,110,31,1,Matches
1292,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,41,25,24,12,5,20,43,46.5,23,262,112,42.7,100,115,47,36,10,0,26,31,72,71,1,Matches
1293,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,35,18,22,6,7,12,25,48.0,13,230,67,29.1,116,81,33,23,5,0,18,24,59,45,1,Matches
1294,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,17,12,12,5,0,9,26,34.6,17,158,49,31.0,77,75,6,26,4,0,22,29,46,60,1,Matches
1295,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,41,25,21,17,3,18,37,48.6,19,184,58,31.5,102,56,26,22,2,0,20,25,66,59,0,Matches
1296,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,13,7,10,2,1,2,9,22.2,7,56,17,30.4,36,16,4,9,3,0,6,7,20,43,1,Matches
1297,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,6.8,5,4,1,4,0,1,6,16.7,5,139,28,20.1,13,76,50,4,2,0,2,2,7,1,0,Matches
1298,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,20.1,66,47,37,22,7,19,51,37.3,32,461,131,28.4,208,208,45,41,10,0,31,54,120,59,0,Matches
1299,Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,9.7,33,25,14,15,4,13,36,36.1,23,299,89,29.8,97,175,27,19,1,0,18,18,51,13,0,Matches
1300,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,32,20,20,10,2,11,21,52.4,10,156,46,29.5,95,55,6,21,7,0,14,23,55,56,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1301,Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,1.6,2,2,2,0,0,1,4,25.0,3,24,3,12.5,4,15,5,2,1,0,1,1,3,0,0,Matches
1302,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,24,15,18,5,1,11,20,55.0,9,81,23,28.4,57,17,7,8,1,0,7,7,31,22,0,Matches
1303,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1998,22.7,27,18,20,7,0,6,16,37.5,10,193,63,32.6,107,65,21,55,23,0,32,21,48,83,3,Matches
1304,Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,0,0,0,0,0,0,1,0.0,1,34,8,23.5,1,19,14,2,0,0,2,0,0,0,0,Matches
1305,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,27,16,21,5,1,9,20,45.0,11,167,60,35.9,98,59,10,49,20,0,29,27,54,141,1,Matches
1306,Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,26,1992,32.9,71,47,33,25,13,23,71,32.4,48,558,156,28.0,198,207,153,63,3,0,60,23,94,15,0,Matches
1307,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,21,1997,3.3,2,1,0,2,0,0,2,0.0,2,50,14,28.0,4,29,17,6,1,0,5,1,3,1,0,Matches
1308,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,10.2,5,3,0,2,3,0,11,0.0,11,161,30,18.6,26,61,74,12,3,0,9,2,7,10,0,Matches
1309,Nianzou Kouassi,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,17,2002,5.0,5,4,1,3,1,3,5,60.0,2,50,21,42.0,19,25,6,6,2,0,4,3,8,5,0,Matches
1310,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24.0,0,0,0,0,0,0,9,0.0,9,7,1,14.3,7,0,0,1,0,0,1,1,1,4,2,Matches
1311,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,61,41,32,25,4,22,33,66.7,11,248,89,35.9,138,99,11,40,19,2,21,33,94,92,1,Matches
1312,Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,17.1,10,6,5,4,1,3,15,20.0,12,219,48,21.9,24,114,81,15,5,0,10,2,12,9,0,Matches
1313,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,23,16,15,5,3,11,19,57.9,8,184,76,41.3,84,83,17,29,15,2,14,25,48,146,2,Matches
1314,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,1,0,0,0,1,0,0,,0,15,6,40.0,9,3,3,2,1,0,1,1,2,6,0,Matches
1315,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,eng Premier League,29,1989,28.1,70,45,45,23,2,23,50,46.0,27,418,123,29.4,190,178,50,60,13,0,47,38,108,79,1,Matches
1316,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,23.0,80,55,31,42,7,30,78,38.5,48,534,173,32.4,152,282,100,28,2,0,26,20,100,17,0,Matches
1317,Dawid Kownacki,pl POL,"FW,MF",Düsseldorf,de Bundesliga,22,1997,12.1,16,13,8,5,3,6,17,35.3,11,226,73,32.3,42,115,69,18,2,0,16,7,23,12,0,Matches
1318,İsmail Köybaşı,tr TUR,"DF,FW",Granada,es La Liga,30,1989,2.6,8,6,5,2,1,0,1,0.0,1,51,15,29.4,25,17,9,3,0,0,3,5,13,7,0,Matches
1319,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
1320,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,20,12,16,2,2,6,21,28.6,15,134,40,29.9,85,36,13,20,9,0,11,9,29,40,0,Matches
1321,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,28,1991,15.8,3,2,2,1,0,1,9,11.1,8,229,65,28.4,27,91,111,18,3,0,15,4,7,9,0,Matches
1322,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,28,1991,16.3,43,28,16,22,5,16,62,25.8,46,386,128,33.2,127,224,35,28,3,0,25,15,58,28,0,Matches
1323,Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18,2001,0.0,1,1,1,0,0,0,0,,0,4,3,75.0,1,2,1,1,0,0,1,0,1,0,0,Matches
1324,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,18,9,6,11,1,8,21,38.1,13,186,46,24.7,78,82,26,24,4,1,20,10,28,22,0,Matches
1325,Rene Krhin,si SVN,"DF,MF",Nantes,fr Ligue 1,29,1990,3.6,4,3,2,2,0,1,5,20.0,4,32,11,34.4,18,14,0,4,0,0,4,6,10,22,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1326,Felix Kroos,de GER,MF,Union Berlin,de Bundesliga,28,1991,4.2,21,12,8,11,2,9,17,52.9,8,106,28,26.4,32,63,11,9,5,0,4,3,24,16,0,Matches
1327,Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,29.5,57,41,18,29,10,18,71,25.4,53,594,153,25.8,113,376,105,36,2,0,34,24,81,13,0,Matches
1328,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36.0,0,0,0,0,0,0,1,0.0,1,7,1,14.3,7,0,0,0,0,0,0,1,1,1,1,Matches
1329,Rade Krunić,ba BIH,MF,Milan,it Serie A,25,1993,6.0,17,11,9,5,3,5,17,29.4,12,116,40,34.5,33,56,27,7,0,0,7,11,28,2,0,Matches
1330,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,0,0,0,0,0,0,4,0.0,4,25,5,20.0,15,7,3,3,2,0,1,0,0,7,0,Matches
1331,Takefusa Kubo,jp JPN,"MF,FW",Mallorca,es La Liga,18,2001,25.7,35,25,16,14,5,16,50,32.0,34,492,126,25.6,130,236,126,32,1,0,31,22,57,11,0,Matches
1332,Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,32,1987,21.5,51,35,25,20,6,18,71,25.4,53,445,116,26.1,132,232,81,36,7,0,29,26,77,40,0,Matches
1333,Dejan Kulusevski,se SWE,"FW,MF",Parma,it Serie A,19,2000,32.6,38,21,10,19,9,13,51,25.5,38,728,173,23.8,175,342,211,36,3,0,33,22,60,13,0,Matches
1334,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,57,39,30,24,3,23,42,54.8,19,369,123,33.3,187,173,9,40,22,0,18,49,106,105,1,Matches
1335,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,39,28,15,21,3,8,40,20.0,32,339,89,26.3,130,182,27,31,6,1,25,28,67,62,1,Matches
1336,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30,1989,15.7,22,16,11,9,2,7,26,26.9,19,346,87,25.1,78,182,86,20,2,0,18,10,32,29,0,Matches
1337,Jasmin Kurtić,si SVN,"MF,FW",Parma,it Serie A,30,1989,18.5,37,20,23,11,3,16,47,34.0,31,333,81,24.3,123,150,60,30,5,0,25,16,53,31,0,Matches
1338,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,22,9,6,12,4,6,21,28.6,15,142,44,31.0,47,63,32,23,1,0,22,17,39,25,1,Matches
1339,Dereck Kutesa,ch SUI,"FW,MF",Reims,fr Ligue 1,21,1997,5.9,8,7,2,3,3,1,9,11.1,8,84,34,40.5,19,39,26,10,0,0,10,0,8,2,0,Matches
1340,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,19,2000,7.5,13,9,3,8,2,4,12,33.3,8,139,46,33.1,7,78,54,8,1,0,7,2,15,6,0,Matches
1341,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,37,21,19,16,2,20,49,40.8,29,147,42,28.6,61,75,11,30,5,0,25,23,60,36,0,Matches
1342,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,1,1,0,1,0,0,1,0.0,1,23,5,21.7,2,10,11,0,0,0,0,0,1,2,0,Matches
1343,Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,1,0,0,1,0,0,3,0.0,3,74,13,17.6,6,37,31,5,0,0,5,7,8,12,0,Matches
1344,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,23,18,3,15,5,5,29,17.2,24,476,128,26.9,42,194,240,26,2,0,24,7,30,26,1,Matches
1345,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,23,19,6,12,5,4,17,23.5,13,464,114,24.6,55,220,189,13,0,0,13,7,30,14,0,Matches
1346,Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.4,2,2,1,1,0,2,2,100.0,0,19,6,31.6,10,5,4,2,0,0,2,4,6,1,0,Matches
1347,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27.0,0,0,0,0,0,0,0,,0,7,1,14.3,7,0,0,0,0,0,0,0,0,1,0,Matches
1348,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,25,17,17,8,0,13,33,39.4,20,214,55,25.7,131,81,2,45,16,0,29,39,64,182,1,Matches
1349,Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,1,1,0,0,1,0,0,,0,2,1,50.0,0,0,2,0,0,0,0,0,1,0,0,Matches
1350,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,99,60,31,52,16,34,91,37.4,57,831,276,33.2,232,484,115,60,6,0,54,37,136,24,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1351,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,58,36,28,21,9,25,61,41.0,36,508,163,32.1,222,168,118,62,7,0,55,29,87,80,0,Matches
1352,Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,19,2000,3.9,7,5,2,4,1,3,10,30.0,7,66,15,22.7,16,38,12,9,0,0,9,1,8,1,0,Matches
1353,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,41,26,22,17,2,16,28,57.1,12,352,108,30.7,172,142,38,27,4,1,23,20,61,61,0,Matches
1354,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,31,1988,4.2,20,12,9,9,2,9,27,33.3,18,132,41,31.1,45,54,33,13,0,0,13,4,24,3,0,Matches
1355,Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,27,1992,13.5,27,21,8,15,4,5,22,22.7,17,315,88,27.9,81,150,84,19,3,0,16,7,34,8,0,Matches
1356,Tariq Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,2,0,1,1,0,2,2,100.0,0,3,3,100.0,1,1,1,0,0,0,0,0,2,0,0,Matches
1357,Tariq Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,9,3,8,1,0,0,9,0.0,9,91,17,18.7,39,32,20,13,1,0,12,18,27,15,1,Matches
1358,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,17,10,14,3,0,9,15,60.0,6,79,23,29.1,51,21,7,19,9,1,10,16,33,51,0,Matches
1359,Michael Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6.0,8,5,3,4,1,3,11,27.3,8,81,15,18.5,50,27,4,13,1,0,12,7,15,24,0,Matches
1360,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,5,3,5,0,0,4,6,66.7,2,27,10,37.0,18,9,0,8,4,0,4,4,9,22,1,Matches
1361,Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,5,2,3,1,1,0,4,0.0,4,61,18,29.5,24,18,19,6,0,0,6,0,5,1,0,Matches
1362,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,1993,15.3,11,9,6,3,2,5,37,13.5,32,344,76,22.1,77,198,69,12,1,0,11,9,20,4,0,Matches
1363,Gianluca Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,19.8,20,14,8,10,2,4,13,30.8,9,329,64,19.5,43,151,135,2,1,0,1,2,22,13,0,Matches
1364,Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,12,8,8,4,0,7,13,53.8,6,62,26,41.9,32,27,3,6,5,0,1,19,31,39,2,Matches
1365,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,46,21,29,17,0,15,35,42.9,20,346,101,29.2,224,118,4,81,42,2,39,30,76,179,0,Matches
1366,Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,2.8,2,1,0,2,0,1,1,100.0,0,43,9,20.9,5,23,15,5,0,0,5,0,2,1,0,Matches
1367,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,0,0,0,0,0,0,4,0.0,4,11,3,27.3,11,0,0,0,0,0,0,4,4,2,0,Matches
1368,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,29,18,8,13,8,5,35,14.3,30,630,153,24.3,59,328,243,23,1,0,22,7,36,17,1,Matches
1369,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,18,10,14,4,0,5,14,35.7,9,163,60,36.8,110,47,6,37,23,0,14,29,47,165,1,Matches
1370,Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,1989,13.6,24,17,11,13,0,8,25,32.0,17,270,69,25.6,91,139,40,12,3,0,9,7,31,14,0,Matches
1371,Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,1997,5.2,20,12,10,9,1,5,7,71.4,2,111,32,28.8,36,56,19,13,0,0,13,9,29,16,2,Matches
1372,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,40,22,17,20,3,14,49,28.6,35,371,99,26.7,110,211,50,22,6,0,16,19,59,31,1,Matches
1373,Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,29,23,14,13,2,15,20,75.0,5,138,54,39.1,66,55,17,18,4,0,14,12,41,30,1,Matches
1374,Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,1987,20.8,60,42,31,25,4,24,76,31.6,52,377,122,32.4,162,196,19,46,17,0,29,44,104,63,0,Matches
1375,Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,1993,6.6,23,10,12,6,5,5,23,21.7,18,155,42,27.1,74,45,36,21,3,0,18,7,30,18,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1376,Diego Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,4,2,2,2,0,0,1,0.0,1,25,9,36.0,8,14,3,4,0,0,4,1,5,2,0,Matches
1377,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,eng Premier League,23,1996,5.3,11,2,9,2,0,6,14,42.9,8,98,22,22.4,46,40,12,6,0,0,6,3,14,4,0,Matches
1378,Valentino Lazaro,at AUT,"DF,MF",Inter,it Serie A,23,1996,3.6,10,6,4,3,3,6,9,66.7,3,74,18,24.3,25,25,24,5,0,0,5,1,11,6,1,Matches
1379,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36.0,32,14,18,8,6,13,37,35.1,24,278,77,27.7,91,100,87,46,4,1,42,22,54,52,0,Matches
1380,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,19,13,12,7,0,10,29,34.5,19,241,71,29.5,90,112,39,26,2,1,24,10,29,38,0,Matches
1381,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,0,0,0,0,0,0,0,,0,12,3,25.0,1,3,8,0,0,0,0,0,0,2,0,Matches
1382,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,45,27,28,17,0,22,36,61.1,14,189,83,43.9,119,67,3,22,7,0,15,21,66,151,1,Matches
1383,Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1990,27.3,51,35,21,26,4,20,72,27.8,52,501,153,30.5,163,253,85,51,17,0,34,39,90,87,0,Matches
1384,James Lea Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12.0,29,19,16,13,0,9,26,34.6,17,239,67,28.0,91,120,28,19,3,0,16,12,41,14,0,Matches
1385,Rafael Leão,pt POR,FW,Milan,it Serie A,20,1999,15.6,8,4,2,6,0,2,8,25.0,6,194,45,23.2,24,77,93,11,1,0,10,0,8,3,0,Matches
1386,Adrien Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,0,0,0,0,0,0,1,0.0,1,8,2,25.0,2,1,5,1,0,0,1,0,0,0,0,Matches
1387,Mathew Leckie,au AUS,"DF,FW",Hertha BSC,de Bundesliga,28,1991,2.2,5,4,0,3,2,0,0,,0,71,13,18.3,20,29,22,10,0,0,10,2,7,2,1,Matches
1388,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,1,0,0,1,0,0,0,1,Matches
1389,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25.0,69,43,38,21,10,28,93,30.1,65,606,155,25.6,218,267,121,52,14,0,38,32,101,37,1,Matches
1390,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,5,4,3,2,0,3,7,42.9,4,65,20,30.8,42,23,0,10,2,1,8,7,12,50,0,Matches
1391,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,27,1991,19.1,18,9,11,4,3,8,44,18.2,36,295,69,23.4,70,145,80,33,0,0,33,13,31,18,1,Matches
1392,Toni Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,18,14,9,9,0,6,10,60.0,4,95,43,45.3,55,38,2,22,8,0,14,34,52,89,0,Matches
1393,Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,18,9,10,6,2,5,20,25.0,15,160,33,20.6,85,49,26,18,5,0,13,8,26,6,0,Matches
1394,Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,69,41,27,38,4,24,85,28.2,61,454,135,29.7,212,210,32,25,7,0,18,46,115,49,0,Matches
1395,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,8,6,6,2,0,5,9,55.6,4,58,19,32.8,39,18,1,13,2,0,11,11,19,27,1,Matches
1396,Iñigo Lekue,es ESP,"FW,DF",Athletic Club,es La Liga,26,1993,6.9,23,15,13,6,4,13,22,59.1,9,118,38,32.2,33,54,31,12,0,0,12,4,27,12,0,Matches
1397,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,1,1,0,1,Matches
1398,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,12,9,5,5,2,4,12,33.3,8,196,48,24.5,66,97,33,18,0,0,18,6,18,3,0,Matches
1399,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,,0,4,0,0.0,2,1,1,0,0,0,0,0,0,0,0,Matches
1400,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,49,37,32,16,1,12,29,41.4,17,282,122,43.3,145,128,9,44,19,1,25,35,84,112,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1401,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,15,9,7,4,4,9,14,64.3,5,143,27,18.9,37,67,39,8,2,0,6,7,22,6,0,Matches
1402,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,0,0,0,0,0,0,3,0.0,3,1,0,0.0,1,0,0,0,0,0,0,0,0,2,1,Matches
1403,Christopher Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,61,35,39,18,4,19,60,31.7,41,503,158,31.4,212,199,92,79,12,0,67,43,104,85,0,Matches
1404,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,1,0,0,1,0,0,0,0,Matches
1405,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,32,1986,21.1,27,15,12,8,7,7,22,31.8,15,382,102,26.7,68,184,130,30,1,0,29,17,44,11,0,Matches
1406,Sergio León,es ESP,FW,Levante,es La Liga,30,1989,7.5,6,4,0,4,2,2,7,28.6,5,108,25,23.1,6,51,51,6,0,0,6,1,7,2,0,Matches
1407,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,34,19,19,10,5,14,39,35.9,25,296,71,24.0,93,154,49,24,5,0,19,9,43,18,0,Matches
1408,Mehdi Léris,fr FRA,"MF,FW",Sampdoria,it Serie A,21,1998,5.7,13,9,6,3,4,5,11,45.5,6,142,30,21.1,50,61,31,12,4,0,8,6,19,5,0,Matches
1409,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30.0,81,49,28,47,6,29,62,46.8,33,575,173,30.1,205,322,48,50,12,0,38,54,135,69,0,Matches
1410,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,Matches
1411,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,19,12,3,8,8,2,16,12.5,14,387,123,31.8,9,105,273,16,3,0,13,6,25,13,0,Matches
1412,Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,56,31,45,6,5,18,44,40.9,26,370,112,30.3,231,98,41,55,12,0,43,28,84,68,1,Matches
1413,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,5,5,0,3,2,2,3,66.7,1,137,28,20.4,10,73,54,6,1,0,5,1,6,7,0,Matches
1414,Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,23,9,16,4,3,9,24,37.5,15,165,41,24.8,93,55,17,29,7,0,22,18,41,51,0,Matches
1415,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,42,28,16,22,4,23,50,46.0,27,322,96,29.8,108,174,40,26,3,0,23,18,60,22,0,Matches
1416,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,19,8,16,2,1,6,19,31.6,13,103,32,31.1,66,35,2,29,19,2,10,29,48,126,1,Matches
1417,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,40,27,26,12,2,14,29,48.3,15,216,72,33.3,122,86,8,51,27,1,24,29,69,142,3,Matches
1418,Isaac Lihadji,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,2002,0.3,0,0,0,0,0,0,1,0.0,1,9,3,33.3,1,4,4,0,0,0,0,0,0,0,0,Matches
1419,Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,5,2,3,2,0,4,4,100.0,0,19,4,21.1,7,11,1,3,1,0,2,3,8,9,0,Matches
1420,Anderson Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,4,4,2,2,0,0,2,0.0,2,22,11,50.0,9,9,4,2,0,0,2,0,4,0,0,Matches
